hgnc_symbol	entrezgene_id	chromosome_name	start_position	end_position	strand	CHR	win_start	win_end
SCGB1C1	147199	11	193080	194573	1	11	158080	204573
GNG11	2791	7	93551011	93557922	1	7	93516011	93567922
NDUFB9	4715	8	125551344	125580751	1	8	125516344	125590751
ODF3	113746	11	196738	200261	1	11	161738	210261
SPI1	6688	11	47376411	47400127	-1	11	47366411	47435127
RPN2	6185	20	35806813	35870022	1	20	35771813	35880022
PTBP3	9991	9	114980715	115095947	-1	9	114970715	115130947
TMEM51	55092	1	15479028	15546976	1	1	15444028	15556976
ZRANB3	84083	2	135894486	136288806	-1	2	135884486	136323806
BET1	10282	7	93592074	93633694	-1	7	93582074	93668694
STAT5B	6777	17	40351186	40428725	-1	17	40341186	40463725
ADH1A	124	4	100197524	100212185	-1	4	100187524	100247185
PLD4	122618	14	105391153	105399574	1	14	105356153	105409574
LENG1	79165	19	54658899	54663620	-1	19	54648899	54698620
C1orf195	727684	1	15490840	15497813	-1	1	15480840	15532813
CYP4F11	57834	19	16023177	16045677	-1	19	16013177	16080677
SLC48A1	55652	12	48147699	48176536	1	12	48112699	48186536
EPHA5	2044	4	66185281	66536213	-1	4	66175281	66571213
METTL5	29081	2	170666591	170681441	-1	2	170656591	170716441
KCNJ1	3758	11	128706210	128737268	-1	11	128696210	128772268
AMPD2	271	1	110158726	110174673	1	1	110123726	110184673
SNORD91B	692208	17	2232413	2232507	-1	17	2222413	2267507
RIC8A	102465445	11	207511	215113	1	11	172511	225113
RIC8A	60626	11	207511	215113	1	11	172511	225113
CBX3	11335	7	26240782	26252976	1	7	26205782	26262976
ATP13A4	84239	3	193119866	193310900	-1	3	193109866	193345900
SNORD91A	692207	17	2233570	2233664	-1	17	2223570	2268664
UBTD1	80019	10	99258625	99330966	1	10	99223625	99340966
PIP5K1C	23396	19	3630181	3700477	-1	19	3620181	3735477
SLC39A13	91252	11	47428683	47438047	1	11	47393683	47448047
COL1A2	1278	7	94023873	94060544	1	7	93988873	94070544
KCNJ5	3762	11	128761251	128790930	1	11	128726251	128800930
FSD2	123722	15	83424114	83474822	-1	15	83414114	83509822
BHMT	635	5	78407602	78428108	1	5	78372602	78438108
SUMF2	25870	7	56131695	56148363	1	7	56096695	56158363
HSDL2	84263	9	115142217	115234690	1	9	115107217	115244690
C11orf45	219833	11	128769460	128775930	-1	11	128759460	128810930
SCYL2	55681	12	100660918	100735502	1	12	100625918	100745502
WHAMM	123720	15	83478380	83503611	1	15	83443380	83513611
COPS3	8533	17	17150141	17184607	-1	17	17140141	17219607
TP53AIP1	63970	11	128804626	128813040	-1	11	128794626	128848040
SNX10	29887	7	26331541	26413949	1	7	26296541	26423949
SBSPON	157869	8	73976775	74036323	-1	8	73966775	74071323
TMC4	147798	19	54663846	54676944	-1	19	54653846	54711944
HOMER2	9455	15	83509838	83654661	-1	15	83499838	83689661
C7orf71	285941	7	26677490	26686889	1	7	26642490	26696889
MTSS1	9788	8	125563031	125740730	-1	8	125553031	125775730
GRIK3	2899	1	37261128	37499730	-1	1	37251128	37534730
RPL7	6129	8	74202506	74208024	-1	8	74192506	74243024
KIAA1958	158405	9	115249127	115431677	1	9	115214127	115441677
PAF1	54623	19	39876492	39881835	-1	19	39866492	39916835
IL2RA	3559	10	6052652	6104288	-1	10	6042652	6139288
SENP7	57337	3	101043049	101232085	-1	3	101033049	101267085
HDLBP	3069	2	242166679	242256476	-1	2	242156679	242291476
INIP	58493	9	115446206	115480516	-1	9	115436206	115515516
GSTM4	2948	1	110198703	110208118	1	1	110163703	110218118
SKAP2	8935	7	26706681	27034858	-1	7	26696681	27069858
FHAD1	114827	1	15573768	15726779	1	1	15538768	15736779
SSR2	6746	1	155978839	155990750	-1	1	155968839	156025750
GHRH	2691	20	35879489	35890238	-1	20	35869489	35925238
TJP3	27134	19	3708107	3750811	1	19	3673107	3760811
VARS2	57176	6	30876019	30894236	1	6	30841019	30904236
UROC1	131669	3	126200124	126236616	-1	3	126190124	126271616
SNX30	401548	9	115513118	115643951	1	9	115478118	115653951
MANBAL	63905	20	35918041	35945663	1	20	35883041	35955663
FAM208A	23272	3	56654161	56717265	-1	3	56644161	56752265
ERO1L	30001	14	53106634	53162618	-1	14	53096634	53197618
SLC46A2	57864	9	115641200	115653193	-1	9	115631200	115688193
KLHDC10	23008	7	129710350	129775560	1	7	129675350	129785560
ZFP37	7539	9	115800660	115819039	-1	9	115790660	115854039
ADH1B	125	4	100226121	100242558	-1	4	100216121	100277558
ARHGAP32	9743	11	128834955	129149219	-1	11	128824955	129184219
KNOP1	400506	16	19714902	19729557	-1	16	19704902	19764557
TCF25	22980	16	89940000	89977792	1	16	89905000	89987792
SLC31A2	1318	9	115913222	115926417	1	9	115878222	115936417
PRPF18	8559	10	13628927	13672868	1	10	13593927	13682868
SRC	6714	20	35973088	36034453	1	20	35938088	36044453
GALNT8	26290	12	4829507	4960277	1	12	4794507	4970277
IRF9	10379	14	24630262	24635774	1	14	24595262	24645774
PSMC3	5702	11	47440320	47447993	-1	11	47430320	47482993
PHF23	79142	17	7138347	7143041	-1	17	7128347	7178041
CENPC	1060	4	68337521	68411324	-1	4	68327521	68446324
GSTM2	2946	1	110210644	110252171	1	1	110175644	110262171
KCNA6	3742	12	4918342	4960277	1	12	4883342	4970277
KCNA1	3736	12	5019071	5040527	1	12	4984071	5050527
STAT5A	6776	17	40439565	40463961	1	17	40404565	40473961
TMEM126B	55863	11	85339629	85347580	1	11	85304629	85357580
AHNAK2	113146	14	105403581	105444694	-1	14	105393581	105479694
FAM103A1	83640	15	83654959	83659809	1	15	83619959	83669809
KCNA5	3741	12	5153085	5155949	1	12	5118085	5165949
IQCK	124152	16	19727778	19868907	1	16	19692778	19878907
HOXA1	3198	7	27132612	27135615	-1	7	27122612	27170615
ANKRD2	26287	10	99332198	99343641	1	10	99297198	99353641
SCARF1	8578	17	1537152	1549041	-1	17	1527152	1584041
FKBP15	23307	9	115923286	115983641	-1	9	115913286	116018641
RDH10	157506	8	74206847	74237516	1	8	74171847	74247516
ZC3H12A	102465438	1	37940153	37949980	1	1	37905153	37959980
ZC3H12A	80149	1	37940153	37949980	1	1	37905153	37959980
UBQLN4	56893	1	156005092	156023585	-1	1	155995092	156058585
C15orf40	123207	15	83657193	83680393	-1	15	83647193	83715393
C12orf10	60314	12	53693470	53700961	1	12	53658470	53710961
ADH1C	126	4	100257649	100274184	-1	4	100247649	100309184
SIRT3	23410	11	215458	236931	-1	11	205458	271931
TMEM126A	84233	11	85359011	85367591	1	11	85324011	85377591
HOGA1	112817	10	99344080	99372559	1	10	99309080	99382559
PSMC6	5706	14	53173890	53195305	1	14	53138890	53205305
IAPP	3375	12	21507893	21532912	1	12	21472893	21542912
APBA3	9546	19	3750817	3761697	-1	19	3740817	3796697
EFHD2	79180	1	15736391	15756839	1	1	15701391	15766839
MEAF6	64769	1	37958176	37980375	-1	1	37948176	38015375
SLC31A1	1317	9	115983808	116028674	1	9	115948808	116038674
BLCAP	10904	20	36120874	36156333	-1	20	36110874	36191333
GSTM1	2944	1	110230436	110251661	1	1	110195436	110261661
ADH7	131	4	100333418	100356894	-1	4	100323418	100391894
MAPK12	6300	22	50683879	50700254	-1	22	50673879	50735254
FAM161B	145483	14	74398204	74417117	-1	14	74388204	74452117
CDC26	246184	9	116018115	116037869	-1	9	116008115	116072869
MED29	55588	19	39881943	39891277	1	19	39846943	39901277
C12orf45	121053	12	105380088	105443515	1	12	105345088	105453515
CREBZF	58487	11	85370752	85393951	-1	11	85360752	85428951
MGAT4B	11282	5	179224597	179233952	-1	5	179214597	179268952
MC1R	4157	16	89978527	89987385	1	16	89943527	89997385
MBOAT7	79143	19	54677107	54693733	-1	19	54667107	54728733
TMEM209	84928	7	129804555	129847610	-1	7	129794555	129882610
BARX2	8538	11	129245835	129322171	1	11	129210835	129332171
BTBD1	53339	15	83685174	83736106	-1	15	83675174	83771106
NTF3	4908	12	5541278	5630702	1	12	5506278	5640702
PRPF4	9128	9	116037623	116055185	1	9	116002623	116065185
ZNF572	137209	8	125985540	125991631	1	8	125950540	126001631
PYROXD1	79912	12	21590549	21623300	1	12	21555549	21633300
GPRC5B	51704	16	19868616	19897489	-1	16	19858616	19932489
ZFP36	7538	19	39897453	39900052	1	19	39862453	39910052
SNIP1	79753	1	38000050	38019903	-1	1	37990050	38054903
CTRC	11330	1	15764935	15775737	1	1	15729935	15785737
GSTM5	2949	1	110254864	110318050	1	1	110219864	110328050
C4orf17	84103	4	100432161	100463460	1	4	100397161	100473460
TUBB3	10381	16	89985573	90002500	1	16	89950573	90012500
NNAT	4826	20	36149617	36152092	1	20	36114617	36162092
LAMTOR2	28956	1	156024543	156028301	1	1	155989543	156038301
DNALI1	7802	1	38022520	38032458	1	1	37987520	38042458
CCDC89	220388	11	85394893	85397320	-1	11	85384893	85432320
CYTH1	9267	17	76670130	76778379	-1	17	76660130	76813379
MRPL54	116541	19	3762662	3768573	1	19	3727662	3778573
COL11A2	1302	6	33130458	33160276	-1	6	33120458	33195276
RNF183	138065	9	116059373	116065656	-1	9	116049373	116100656
RAX2	84839	19	3769087	3772233	-1	19	3759087	3807233
C14orf79	122616	14	105452112	105476819	1	14	105417112	105486819
DYNC2LI1	51626	2	44001178	44037149	1	2	43966178	44047149
ANO2	57101	12	5641035	6055398	-1	12	5631035	6090398
TMEM45B	120224	11	129685714	129729898	1	11	129650714	129739898
NDRG4	65009	16	58496750	58547532	1	16	58461750	58557532
RAPSN	5913	11	47459308	47470730	-1	11	47449308	47505730
SQLE	6713	8	126010739	126034525	1	8	125975739	126044525
TM6SF1	53346	15	83776159	83813606	1	15	83741159	83823606
ALDH1L2	160428	12	105413568	105478355	-1	12	105403568	105513355
CHST13	166012	3	126243126	126262134	1	3	126208126	126272134
GSTM3	2947	1	110276554	110284384	-1	1	110266554	110319384
LRRFIP2	9209	3	37094117	37225180	-1	3	37084117	37260180
AKAP7	9465	6	131456806	131604675	1	6	131421806	131614675
C3orf22	152065	3	126245842	126277808	-1	3	126235842	126312808
WDR31	114987	9	116075502	116102578	-1	9	116065502	116137578
RAB25	57111	1	156030951	156040295	1	1	155995951	156050295
TXNRD3	645840	3	126290622	126373998	-1	3	126280622	126408998
TXNRD3	114112	3	126290622	126373998	-1	3	126280622	126408998
COQ6	51004	14	74416629	74430373	1	14	74381629	74440373
TSEN34	79042	19	54693789	54697585	1	19	54658789	54707585
MATK	4145	19	3777971	3802127	-1	19	3767971	3837127
HARS2	23438	5	140071011	140078889	1	5	140036011	140088889
VWF	7450	12	6058040	6233936	-1	12	6048040	6268936
STAU2	27067	8	74332604	74659943	-1	8	74322604	74694943
HDAC7	51564	12	48176505	48226915	-1	12	48166505	48261915
ARG1	383	6	131894284	131905472	1	6	131859284	131915472
BSPRY	54836	9	116111821	116133513	1	9	116076821	116143513
MEX3A	92312	1	156041804	156051789	-1	1	156031804	156086789
CTNNBL1	56259	20	36322408	36500531	1	20	36287408	36510531
SLC17A8	246213	12	100750857	100815837	1	12	100715857	100825837
TRMT10A	93587	4	100467866	100485189	-1	4	100457866	100520189
HDHD3	81932	9	116135699	116139279	-1	9	116125699	116174279
NFRKB	4798	11	129733531	129765485	-1	11	129723531	129800485
EPS8L3	79574	1	110292702	110306649	-1	1	110282702	110341649
GPR139	124274	16	20042807	20085239	-1	16	20032807	20120239
HOXA2	3199	7	27139721	27142430	-1	7	27129721	27177430
MIR1253	100302208	17	2651372	2651476	-1	17	2641372	2686476
ALAD	210	9	116148597	116163613	-1	9	116138597	116198613
JMY	133746	5	78532012	78623038	1	5	78497012	78633038
RILP	83547	17	1549444	1553371	-1	17	1539444	1588371
R3HDM1	23518	2	136289025	136482840	1	2	136254025	136492840
CELF1	10658	11	47487496	47587121	-1	11	47477496	47622121
RBM17	84991	10	6130950	6159420	1	10	6095950	6169420
OR1D4	653166	17	3143970	3144908	1	17	3108970	3154908
VSTM2L	128434	20	36531499	36573752	1	20	36496499	36583752
KIAA0196	9897	8	126036502	126104082	-1	8	126026502	126139082
PHKG1	5260	7	56148440	56160689	-1	7	56138440	56195689
SQSTM1	8878	5	179233388	179265078	1	5	179198388	179275078
GP2	2813	16	20320894	20339130	-1	16	20310894	20374130
POLE3	54107	9	116169515	116172952	-1	9	116159515	116207952
AAAS	8086	12	53701240	53718648	-1	12	53691240	53753648
REC8	9985	14	24641062	24649463	1	14	24606062	24659463
GNL2	29889	1	38032417	38061536	-1	1	38022417	38096536
PLEKHG2	64857	19	39903225	39919054	1	19	39868225	39929054
RECQL	5965	12	21621845	21654603	-1	12	21611845	21689603
TTI1	9675	20	36611409	36661870	-1	20	36601409	36696870
OR10H4	126541	19	16059818	16060768	1	19	16024818	16070768
C9orf43	257169	9	116172334	116191964	1	9	116137334	116201964
STYX	6815	14	53196898	53241716	1	14	53161898	53251716
UPK3BL	100134938	7	102277472	102283238	-1	7	102267472	102318238
UPK3BL	548644	7	102277472	102283238	-1	7	102267472	102318238
ZMAT2	153527	5	140078265	140086248	1	5	140043265	140096248
GNPNAT1	64841	14	53241912	53258386	-1	14	53231912	53293386
BNC1	646	15	83924655	83953466	-1	15	83914655	83988466
RSPO1	284654	1	38076951	38100595	-1	1	38066951	38135595
RPS9	6203	19	54704610	54752862	1	19	54669610	54762862
PI4K2A	55361	10	99344131	99436191	1	10	99309131	99446191
ZFR2	23217	19	3804022	3869030	-1	19	3794022	3904030
CSF1	1435	1	110452864	110473614	1	1	110417864	110483614
PCDHA1	56147	5	140165876	140391929	1	5	140130876	140401929
TPM4	7171	19	16177831	16213813	1	19	16142831	16223813
UBR3	130507	2	170683968	170940641	1	2	170648968	170950641
NR1H4	9971	12	100867486	100958191	1	12	100832486	100968191
POLR2J2	246721	7	102277496	102312088	-1	7	102267496	102347088
SH3GL3	6457	15	84115980	84287495	1	15	84080980	84297495
HOXA3	3200	7	27145803	27192200	-1	7	27135803	27227200
MAPK11	5600	22	50702142	50709196	-1	22	50692142	50744196
SPDYE2B	100310812	7	102290772	102301847	1	7	102255772	102311847
SPDYE2B	729597	7	102290772	102301847	1	7	102255772	102311847
C1orf109	54955	1	38147242	38157914	-1	1	38137242	38192914
LHCGR	3973	2	48859428	48982880	-1	2	48849428	49017880
HOXA4	3201	7	27168126	27170418	-1	7	27158126	27205418
MTTP	4547	4	100484918	100545156	1	4	100449918	100555156
HOXA5	3202	7	27180671	27183287	-1	7	27170671	27218287
GABARAP	11337	17	7143333	7146089	-1	17	7133333	7181089
RPRD1B	58490	20	36661948	36720768	1	20	36626948	36730768
CDCA4	55038	14	105475910	105487485	-1	14	105465910	105522485
HOXA6	3203	7	27185015	27190222	-1	7	27175015	27225222
PRPF8	10594	17	1553923	1588176	-1	17	1543923	1623176
PSMD13	5719	11	236546	252983	1	11	201546	262983
SSMEM1	136263	7	129847700	129856683	1	7	129812700	129866683
HOXA7	3204	7	27193335	27197555	-1	7	27183335	27232555
C10orf62	414157	10	99349450	99350690	1	10	99314450	99360690
OR3A4P	390756	17	3213539	3214740	1	17	3178539	3224740
HOXA9	442920	7	27202054	27210117	-1	7	27192054	27245117
HOXA9	3205	7	27202054	27210117	-1	7	27192054	27245117
FERMT2	10979	14	53323986	53419153	-1	14	53313986	53454153
SYTL2	54843	11	85405267	85522184	-1	11	85395267	85557184
CPA2	1358	7	129906667	129929638	1	7	129871667	129939638
MORN4	118812	10	99374310	99393344	-1	10	99364310	99428344
FAM185A	222234	7	102389418	102449672	1	7	102354418	102459672
RAB8A	4218	19	16222439	16245044	1	19	16187439	16255044
UMOD	7369	16	20344374	20367623	-1	16	20334374	20402623
HOXA10	3206	7	27210210	27219880	-1	7	27200210	27254880
LILRB3	101929809	19	54720147	54746602	-1	19	54710147	54781602
LILRB3	11025	19	54720147	54746602	-1	19	54710147	54781602
HOMER1	9456	5	78668459	78810040	-1	5	78658459	78845040
AHCYL1	10768	1	110527308	110566357	1	1	110492308	110576357
GPR132	29933	14	105515728	105531782	-1	14	105505728	105566782
HOXA11	3207	7	27221129	27224842	-1	7	27211129	27259842
TRMT10C	54931	3	101280706	101285290	1	3	101245706	101295290
ADAMTSL3	57188	15	84322838	84708594	1	15	84287838	84718594
HOXA13	3209	7	27233122	27239725	-1	7	27223122	27274725
TXNRD3NB	645840	3	126290625	126327398	-1	3	126280625	126362398
CHCHD2	51142	7	56169262	56174269	-1	7	56159262	56209269
AVPI1	60370	10	99437181	99447080	-1	10	99427181	99482080
EVX1	2128	7	27282164	27290112	1	7	27247164	27300112
PLXNB2	23654	22	50713408	50746056	-1	22	50703408	50781056
NT5M	56953	17	17206649	17250977	1	17	17171649	17260977
HSH2D	84941	19	16244838	16269386	1	19	16209838	16279386
RPS16	6217	19	39923847	39926588	-1	19	39913847	39961588
CASD1	64921	7	94138531	94186331	1	7	94103531	94196331
MARVELD1	83742	10	99472930	99477907	1	10	99437930	99487907
RGS3	5998	9	116207011	116360018	1	9	116172011	116370018
CHCHD6	84303	3	126423063	126679249	1	3	126388063	126689249
CD9	928	12	6308881	6347425	1	12	6273881	6357425
ATCAY	85300	19	3879862	3928077	1	19	3844862	3938077
STAP1	26228	4	68424446	68473055	1	4	68389446	68483055
CTDNEP1	23399	17	7146910	7155810	-1	17	7136910	7190810
CIB3	117286	19	16272179	16284336	-1	19	16262179	16319336
MED23	9439	6	131895106	131949369	-1	6	131885106	131984369
NDUFS3	4722	11	47586888	47606114	1	11	47551888	47616114
PCDHA2	56146	5	140174444	140391929	1	5	140139444	140401929
PRDM10	56980	11	129769601	129872730	-1	11	129759601	129907730
GOLT1B	51026	12	21654715	21671342	1	12	21619715	21681342
FAM32A	26017	19	16296191	16302857	1	19	16261191	16312857
DEPDC1B	55789	5	59892739	59996017	-1	5	59882739	60031017
STRIP1	85369	1	110574199	110617263	1	1	110539199	110627263
TGM2	7052	20	36756863	36794980	-1	20	36746863	36829980
CPA4	51200	7	129932974	129964020	1	7	129897974	129974020
PDILT	204474	16	20370492	20416059	-1	16	20360492	20451059
UQCRC1	7384	3	48636435	48648409	-1	3	48626435	48683409
PCNP	57092	3	101292939	101313281	1	3	101257939	101323281
LMNA	4000	1	156052364	156109880	1	1	156017364	156119880
PTPMT1	114971	11	47586982	47595013	1	11	47551982	47605013
CELA2A	63036	1	15783223	15798586	1	1	15748223	15808586
UBA6	55236	4	68478370	68566897	-1	4	68468370	68601897
NMRK2	27231	19	3933101	3942414	1	19	3898101	3952414
MED9	55090	17	17380300	17396540	1	17	17345300	17406540
PAPD4	167153	5	78907943	78982471	1	5	78872943	78992471
CELA2B	51032	1	15792404	15817895	1	1	15757404	15827895
KIAA1755	85449	20	36838890	36889174	-1	20	36828890	36924174
KBTBD4	55709	11	47593749	47600567	-1	11	47583749	47635567
NUPR1L	389493	7	56182374	56184093	-1	7	56172374	56219093
DEF8	54849	16	90014333	90034468	1	16	89979333	90044468
ACSM5	54988	16	20420856	20452658	1	16	20385856	20462658
ALX3	257	1	110602616	110613322	-1	1	110592616	110648322
PFKFB3	5209	10	6186881	6277495	1	10	6151881	6287495
ZNF479	90827	7	57187321	57207571	-1	7	57177321	57242571
AP1M1	8907	19	16308389	16346160	1	19	16273389	16356160
UBL4B	164153	1	110655062	110656569	1	1	110620062	110666569
ZNF716	441234	7	57509883	57533252	1	7	57474883	57543252
UBE2Q2L	100505679	15	84841242	84850986	1	15	84806242	84860986
CDCA8	55143	1	38158090	38175391	1	1	38123090	38185391
DENND6B	414918	22	50747459	50765489	-1	22	50737459	50800489
JAG2	3714	14	105607318	105635161	-1	14	105597318	105670161
ZNF727	442319	7	63505821	63538927	1	7	63470821	63548927
SLC6A17	101928619	1	110693108	110744824	1	1	110658108	110754824
SLC6A17	388662	1	110693108	110744824	1	1	110658108	110754824
PCDHA3	56146	5	140180783	140391929	1	5	140145783	140401929
PCDHA3	56145	5	140180783	140391929	1	5	140145783	140401929
ZNF679	730291	7	63688852	63727309	1	7	63653852	63737309
ZNF679	168417	7	63688852	63727309	1	7	63653852	63737309
IPO4	79711	14	24649425	24658170	-1	14	24639425	24693170
BPI	149684	20	36888551	36965907	1	20	36853551	36975907
BPI	671	20	36888551	36965907	1	20	36853551	36975907
DAPK3	693222	19	3958451	3971121	-1	19	3948451	4006121
DAPK3	1613	19	3958451	3971121	-1	19	3948451	4006121
ZNF736	728927	7	63767837	63815238	1	7	63732837	63825238
PCDHA4	56144	5	140186659	140391929	1	5	140151659	140401929
ZNF618	114991	9	116638562	116818871	1	9	116603562	116828871
RN7SL784P	101927137	17	4786270	4786591	1	17	4751270	4796591
GNRHR	2798	4	68605046	68620078	-1	4	68595046	68655078
CASP9	842	1	15817327	15853029	-1	1	15807327	15888029
ARHGEF3	50650	3	56761446	57113357	-1	3	56751446	57148357
PCDHA5	56143	5	140201222	140391929	1	5	140166222	140401929
NLRP6	171389	11	278365	285359	1	11	243365	295359
RASD1	51655	17	17397751	17399709	-1	17	17387751	17434709
KCNC4	3749	1	110753965	110825722	1	1	110718965	110835722
DAPP1	27071	4	100737990	100791311	1	4	100702990	100801311
FBXL13	222235	7	102453308	102715286	-1	7	102443308	102750286
SETD6	79918	16	58549383	58554431	1	16	58514383	58564431
EPHA10	284656	1	38179552	38230805	-1	1	38169552	38265805
C5orf45	51149	5	179261436	179289173	-1	5	179251436	179324173
AMBP	259	9	116822407	116840752	-1	9	116812407	116875752
ZFYVE27	118813	10	99496878	99520664	1	10	99461878	99530664
PCDHA6	56142	5	140207563	140391929	1	5	140172563	140401929
PLEKHG6	55200	12	6419602	6437672	1	12	6384602	6447672
UBE2W	55284	8	74692332	74791145	-1	8	74682332	74826145
C3orf70	285382	3	184795838	184870802	-1	3	184785838	184905802
NSMCE2	286053	8	126103921	126379362	1	8	126068921	126389362
PCDHA7	56141	5	140213969	140391929	1	5	140178969	140401929
C12orf39	80763	12	21679241	21690311	1	12	21644241	21700311
PLXNA1	5361	3	126707437	126756235	1	3	126672437	126766235
KLF2	10365	19	16435628	16438685	1	19	16400628	16448685
ACSM2A	123876	16	20462783	20498991	1	16	20427783	20508991
KIF12	113220	9	116848406	116861507	-1	9	116838406	116896507
RBM15	64783	1	110881128	110889299	1	1	110846128	110899299
ZSCAN2	54993	15	85144217	85171027	1	15	85109217	85181027
PCDHA8	56140	5	140220907	140391929	1	5	140185907	140401929
GYS2	2998	12	21689123	21757781	-1	12	21679123	21792781
MANEAL	149175	1	38259474	38266809	1	1	38224474	38276809
DNAJC16	23341	1	15853308	15918874	1	1	15818308	15928874
EHHADH	1962	3	184908412	184999778	-1	3	184898412	185034778
LAMTOR3	8649	4	100799493	100815647	-1	4	100789493	100850647
PCDHA9	9752	5	140227048	140391929	1	5	140192048	140401929
ZBTB11	27107	3	101367733	101396339	-1	3	101357733	101431339
FAM180B	399888	11	47608198	47610746	1	11	47573198	47620746
ZNF680	340252	7	63980262	64023484	-1	7	63970262	64058484
C1QTNF4	114900	11	47611216	47616211	-1	11	47601216	47651211
TMPRSS11D	9407	4	68686594	68749750	-1	4	68676594	68784750
PCDHA10	56139	5	140235595	140391929	1	5	140200595	140401929
RPL24	6152	3	101399935	101405626	-1	3	101389935	101440626
LBP	3929	20	36974759	37005665	1	20	36939759	37015665
HIBADH	11112	7	27565061	27702614	-1	7	27555061	27737614
SUPT5H	6829	19	39926796	39967310	1	19	39891796	39977310
TRIB1	10221	8	126442563	126450647	1	8	126407563	126460647
AGMAT	79814	1	15898848	15911605	-1	1	15888848	15946605
ZNF107	51427	7	64126511	64171404	1	7	64091511	64181404
SGCE	8910	7	94214542	94285521	-1	7	94204542	94320521
PCDHA11	56138	5	140248689	140391929	1	5	140213689	140401929
MTCH2	23788	11	47638867	47664175	-1	11	47628867	47699175
EEF2	1938	19	3976054	3985467	-1	19	3966054	4020467
COL27A1	85301	9	116917840	117074791	1	9	116882840	117084791
PEMT	10400	17	17408877	17495022	-1	17	17398877	17530022
DDI2	84301	1	15943995	15995539	1	1	15908995	16005539
DDI2	6248	1	15943995	15995539	1	1	15908995	16005539
DNAJB14	79982	4	100817405	100867883	-1	4	100807405	100902883
SLC16A4	9122	1	110905470	110933704	-1	1	110895470	110968704
TMPRSS11A	339967	4	68775103	68829858	-1	4	68765103	68864858
DDHD1	80821	14	53510686	53620000	-1	14	53500686	53655000
RSC1A1	84301	1	15986364	15988217	1	1	15951364	15998217
RSC1A1	6248	1	15986364	15988217	1	1	15951364	15998217
LDHB	3945	12	21788276	21910791	-1	12	21778276	21945791
WDR73	84942	15	85185999	85197574	-1	15	85175999	85232574
FAM84B	157638	8	127564687	127570638	-1	8	127554687	127605638
PIAS4	51588	19	4007644	4039384	1	19	3972644	4049384
ELP5	23587	17	7154735	7163259	1	17	7119735	7173259
POU5F1B	5462	8	128426535	128432311	1	8	128391535	128442311
TCEB1	6921	8	74851404	74884522	-1	8	74841404	74919522
CCDC83	220047	11	85566144	85631064	1	11	85531144	85641064
TMEM89	440955	3	48658192	48659288	-1	3	48648192	48694288
MYC	4609	8	128747680	128753674	1	8	128712680	128763674
STAT3	6774	17	40465342	40540586	-1	17	40455342	40575586
USP36	57602	17	76783463	76837523	-1	17	76773463	76872523
ORM1	5004	9	117085336	117088755	1	9	117050336	117098755
LAMTOR5	10542	1	110943871	110950564	-1	1	110933871	110985564
LILRB5	10990	19	54754263	54761164	-1	19	54744263	54796164
TMPRSS11F	389208	4	68918916	68995598	-1	4	68908916	69030598
ENTPD5	957	14	74424713	74486102	-1	14	74414713	74521102
GSDMC	56169	8	130760442	130799134	-1	8	130750442	130834134
ZNF138	7697	7	64254766	64294054	1	7	64219766	64304054
APLP2	334	11	129939732	130014699	1	11	129904732	130024699
PCDHA12	56137	5	140255058	140391929	1	5	140220058	140401929
ATHL1	80162	11	289135	296107	1	11	254135	306107
PROK1	84432	1	110993822	110999976	1	1	110958822	111009976
EPS15L1	58513	19	16466050	16582896	-1	19	16456050	16617896
TMPRSS11B	132724	4	69092371	69111438	-1	4	69082371	69146438
CPA5	93979	7	129984630	130008571	1	7	129949630	130018571
ORM2	5005	9	117092149	117095532	1	9	117057149	117105532
H2AFZ	3015	4	100869243	100871545	-1	4	100859243	100906545
KCNA10	3744	1	111059839	111061797	-1	1	111049839	111096797
PPP6R2	9701	22	50781733	50883514	1	22	50746733	50893514
PLEKHM2	23207	1	16010827	16061264	1	1	15975827	16071264
GOLGA4	2803	3	37284668	37408242	1	3	37249668	37418242
KCNJ8	3764	12	21917889	21928515	-1	12	21907889	21963515
CEP97	79598	3	101442769	101489406	1	3	101407769	101499406
PCDHA13	56138	5	140261793	140391929	1	5	140226793	140401929
PCDHA13	56136	5	140261793	140391929	1	5	140226793	140401929
IFITM5	387733	11	298200	299526	-1	11	288200	334526
ACSM2B	348158	16	20547548	20587749	-1	16	20537548	20622749
KCNA2	3737	1	111136202	111174096	-1	1	111126202	111209096
IFITM2	10581	11	307631	315272	1	11	272631	325272
TMEM70	54968	8	74884672	74895018	1	8	74849672	74905018
SEPT2	4735	2	242254515	242293442	1	2	242219515	242303442
SFTA2	389376	6	30899130	30899952	-1	6	30889130	30934952
KCNA3	3738	1	111214310	111217655	-1	1	111204310	111252655
IFITM1	8519	11	313506	315272	1	11	278506	325272
PCDHAC1	56135	5	140306302	140391929	1	5	140271302	140401929
IFITM3	10410	11	319669	327537	-1	11	309669	362537
CD53	963	1	111415775	111442550	1	1	111380775	111452550
RAI1	10743	17	17584787	17714767	1	17	17549787	17724767
UBXN4	23190	2	136499189	136542625	1	2	136464189	136552625
RALGAPB	57148	20	37101459	37207504	1	20	37066459	37217504
ZBTB7A	51341	19	4044362	4066943	-1	19	4034362	4101943
AGBL2	79841	11	47681143	47736941	-1	11	47671143	47771941
B4GALNT4	338707	11	369796	382116	1	11	334796	392116
C3orf56	285311	3	126911974	126917025	1	3	126876974	126927025
