hgnc_symbol	entrezgene_id	CHR	win_start	win_end	gene_p	n_snps	mean_beta	best_snp	best_snp_p	gene_p_adj
DMC1	11144	22	38904954	39001291	0.910558422670467	7	-0.00668162276632528	rs729809	0.209481121555267	0.999969860142616
NOD1	10392	7	30454143	30553400	0.91063902918519	13	0.0112012234452112	rs38449	0.189211080128373	0.999969860142616
MIR4666A	100616308	1	228614775	228659853	0.910693548516563	1	-0.00382014725649411	rs4344301	0.910693548516563	0.999969860142616
HIST3H2A	92815	1	228635065	228680560	0.910693548516563	2	0.00030915596902146	rs12060147	0.883420418608539	0.999969860142616
HIST3H2BB	128312	1	228610808	228656259	0.910693548516563	1	-0.00382014725649411	rs4344301	0.910693548516563	0.999969860142616
KIAA1614	57710	1	180847290	180930750	0.910705786956327	7	-0.00686464474901004	rs12735084	0.409869429271484	0.999969860142616
MDGA1	266727	6	37590284	37702082	0.910728389746864	40	0.00365413850475216	rs4714084	0.102867870945757	0.999969860142616
MYH4	4622	17	10336607	10407876	0.910729457823955	12	-0.00978459527483096	rs12451599	0.186342836630603	0.999969860142616
RWDD1	51389	6	116857530	116928838	0.910739444021219	9	0.00442786845363822	rs1040775	0.560887211466563	0.999969860142616
RSPH4A	345895	6	116902642	116964148	0.910739444021219	11	0.00403365895604993	rs1040775	0.560887211466563	0.999969860142616
TNKS2	80351	10	93523069	93635033	0.910761857943004	54	0.0251020972898439	rs45449703	0.0611780689906786	0.999969860142616
TDGF1	6997	3	46581045	46678033	0.910817170444215	26	-0.0114181245747195	rs9841203	0.0538407604824454	0.999969860142616
GOLGA6L9	101927658	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
GOLGA6L9	101927601	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
GOLGA6L9	100133220	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
GOLGA6L9	647042	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
GOLGA6L9	643707	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
GOLGA6L9	440295	15	82687223	82741338	0.910834784716127	2	0.00741034701859335	rs4779049	0.747757528252012	0.999969860142616
IARS2	55699	1	220232444	220331380	0.910866491306528	14	-0.00639549990342418	rs4846310	0.253990230375529	0.999969860142616
P2RX3	5024	11	57070848	57148073	0.910913750070194	21	0.00248611060218073	rs77319221	0.251664805767368	0.999969860142616
OR5P2	120065	11	7807452	7853520	0.910921133117041	10	0.0198606448867084	rs61889016	0.328882799933982	0.999969860142616
TSC22D2	9819	3	150091122	150194218	0.910945406013229	30	0.005224723226582	rs13066347	0.0661863386390968	0.999969860142616
ST7L	54879	1	113056140	113198447	0.910970456378188	5	-0.0126221201017572	rs946218	0.235714987857805	0.999969860142616
FMO9P	116123	1	166537912	166610637	0.911007335835346	9	-0.00353465269017281	rs551255	0.177180988836108	0.999969860142616
MRC1	101928757	10	18063352	18210091	0.91111345799003	60	-0.00436900732573831	rs17662793	0.094134975189101	0.999969860142616
MRC1	4360	10	18063352	18210091	0.91111345799003	60	-0.00436900732573831	rs17662793	0.094134975189101	0.999969860142616
ZSWIM2	151112	2	187682562	187748935	0.911114296049976	4	0.000135414499486471	rs1402145	0.534923916020276	0.999969860142616
ABCA5	23461	17	67230452	67358385	0.911114788011832	14	0.0117358427187392	rs72841737	0.100839239576776	0.999969860142616
TUBA3E	112714	2	130939318	130991034	0.91111553492541	11	0.002839907449077	rs4390808	0.192410121278067	0.999969860142616
GGN	199720	19	38864905	38913722	0.911141836695552	6	0.0101144340515142	rs8108039	0.389736540530438	0.999969860142616
FAM98C	147965	19	38858775	38909728	0.911141836695552	6	0.0101144340515142	rs8108039	0.389736540530438	0.999969860142616
LINC00593	414926	15	70092573	70145459	0.911145576661426	8	0.0078318722281691	rs7174152	0.120793602105924	0.999969860142616
MBL1P	100288974	10	81629654	81720092	0.911160390119367	2	-0.00649663437396055	rs857919	0.60386850068279	0.999969860142616
MBL1P	8512	10	81629654	81720092	0.911160390119367	2	-0.00649663437396055	rs857919	0.60386850068279	0.999969860142616
SNORD3B-2	780852	17	18956762	19002449	0.911168160422139	1	-0.00427320516646326	rs2472716	0.911168160422139	0.999969860142616
SNORD3B-2	26851	17	18956762	19002449	0.911168160422139	1	-0.00427320516646326	rs2472716	0.911168160422139	0.999969860142616
DDX60	55601	4	169127444	169274958	0.911203011815716	13	0.00363332621310408	rs2706731	0.153686403328777	0.999969860142616
KNG1	3827	3	186400065	186471743	0.911209171778662	12	-0.000817724783750802	rs6444125	0.253025303050541	0.999969860142616
SMIM23	644994	5	171177876	171231602	0.911234201973849	4	0.00888043981386923	rs17747869	0.46132416954002	0.999969860142616
TIAL1	7073	10	121324199	121391541	0.911278711488464	30	0.00619241778071922	rs4752531	0.132557337722162	0.999969860142616
RAB30-AS1	100506233	11	82748108	82827761	0.911323009280609	11	-0.00861293696264042	rs2511865	0.0828475462982372	0.999969860142616
TMEM117	84216	12	44194770	44793545	0.911425787038191	37	-0.00471697427197844	rs4768556	0.149658464783631	0.999969860142616
CEP70	80321	3	138203186	138348380	0.911440025839637	6	-0.00368166900120058	rs13314286	0.554458701698163	0.999969860142616
TCIRG1	10312	11	67771483	67828362	0.911541012086644	1	0.00281569870436476	rs10750814	0.911541012086644	0.999969860142616
CHKA	1119	11	67810326	67923911	0.911541012086644	2	-0.00189933481316922	rs4930224	0.869492182002715	0.999969860142616
RRP7A	27341	22	42895974	42950808	0.911553790350096	6	0.00724551254974886	rs2267465	0.191367784799326	0.999969860142616
IL23R	149233	1	67597083	67735662	0.911594027248748	34	-0.011646736977047	rs2941958	0.105655637208149	0.999969860142616
PDE8B	8622	5	76471274	76735632	0.911608032855813	68	0.0112680558892185	rs27903	0.0228442340396896	0.999969860142616
CCDC178	374864	18	30507366	31056065	0.911619268867294	112	0.00634424534946152	rs10502547	0.0081394577577437	0.999969860142616
LINC00534	100874052	8	91198716	91591546	0.911638667808879	14	-0.0199290133294793	rs1125711	0.174522598949846	0.999969860142616
SNX9	51429	6	158209296	158376109	0.911648651330238	10	-0.00175780583596972	rs9459735	0.463062996942156	0.999969860142616
ECSIT	51295	19	11606731	11674989	0.911726399161589	9	0.0158261898905828	rs4804621	0.439857505981262	0.999969860142616
HSPA8	85390	11	122918197	122968938	0.911740134405873	18	0.00701645213323776	rs10892929	0.0668207810666483	0.999969860142616
HSPA8	85389	11	122918197	122968938	0.911740134405873	18	0.00701645213323776	rs10892929	0.0668207810666483	0.999969860142616
HSPA8	3312	11	122918197	122968938	0.911740134405873	18	0.00701645213323776	rs10892929	0.0668207810666483	0.999969860142616
OR6C6	283365	12	55678072	55724016	0.911859096978158	7	0.00528217727772647	rs6581079	0.130265585282594	0.999969860142616
OR6C1	390321	12	55679346	55725408	0.911859096978158	7	0.00528217727772647	rs6581079	0.130265585282594	0.999969860142616
YAF2	10138	12	42540906	42667151	0.911982616148292	28	-0.000602300461548429	rs2141930	0.162247275006003	0.999969860142616
RFX6	222546	6	117163375	117263326	0.912013647585816	14	0.00786844049698543	rs620590	0.0921888939161388	0.999969860142616
PSPH	5723	7	56068744	56154297	0.912025768909206	8	0.0128996158757046	rs17151454	0.443957714302846	0.999969860142616
TULP3	7289	12	2951389	3060306	0.912046563858268	10	-0.000503096288600167	rs10431347	0.141881499797053	0.999969860142616
ADCK3	56997	1	227050237	227185246	0.912079419599096	14	0.000333273658350517	rs11800897	0.0715514086761742	0.999969860142616
TMX3	54495	18	66330925	66417535	0.912185233086473	12	0.0139354774429328	rs4597420	0.259725193888261	0.999969860142616
TMPRSS11F	389208	4	68908916	69030598	0.91227971646174	14	-0.00279484328210788	rs114809519	0.280121461955954	0.999969860142616
PRAMEF21	645425	1	13481066	13536943	0.912317980222327	22	-0.00110358872792547	rs16851109	0.145310525604502	0.999969860142616
PRAMEF21	391001	1	13481066	13536943	0.912317980222327	22	-0.00110358872792547	rs16851109	0.145310525604502	0.999969860142616
KTI12	112970	1	52487775	52534488	0.912432042560608	1	-0.00411617469762885	rs7553627	0.912432042560608	0.999969860142616
OR5B2	390190	11	58179738	58225786	0.912432277189049	10	0.00362351955313029	rs1451317	0.472511608510821	0.999969860142616
ATXN3	4287	14	92514896	92607965	0.91245301506759	20	-0.0100482706594772	rs12433867	0.119292619123266	0.999969860142616
MIRLET7I	406891	12	62962466	63007550	0.912489373977513	10	0.0114100152655255	rs10784321	0.241047155994819	0.999969860142616
RPL34	6164	4	109506722	109561568	0.912540682781139	3	0.0092819014652525	rs6533433	0.304180227593713	0.999969860142616
OSTC	646567	4	109536740	109598976	0.912540682781139	9	0.0160589331304441	rs197230	0.219454673031093	0.999969860142616
OSTC	58505	4	109536740	109598976	0.912540682781139	9	0.0160589331304441	rs197230	0.219454673031093	0.999969860142616
PPP1R16B	26051	20	37399348	37561667	0.912572435872063	15	0.0100067541508401	rs17194885	0.139925670390253	0.999969860142616
DUSP28	285193	2	241464471	241513431	0.912599364129029	4	0.00116296489649108	rs12472418	0.353147791118134	0.999969860142616
SGCD	6444	5	155262354	156204799	0.912605273239997	116	0.00209085211966501	rs1036185	0.0141551109093822	0.999969860142616
PPP2R1A	5518	19	52658292	52740687	0.912725895137847	17	-0.00533133325160108	rs8101279	0.133737972165259	0.999969860142616
DCP1B	196513	12	2045220	2148701	0.912731018628897	88	-0.0116553399969791	rs2283285	0.080043319653928	0.999969860142616
GBP7	388646	1	89587434	89676723	0.912740704586987	10	-0.00704815906503852	rs10922670	0.350660262443846	0.999969860142616
MYLK	4638	3	123318896	123638178	0.912798568932479	22	-0.000662373322984627	rs9840967	0.187266282138577	0.999969860142616
RPF1	80135	1	84909942	84973473	0.912837280800126	17	-0.00932752250542277	rs12120635	0.109870882184718	0.999969860142616
ARFIP2	23647	11	6486910	6537666	0.912899368044136	11	-0.00244140619513902	rs2555162	0.246999860585398	0.999969860142616
THSD4	79875	15	71354291	72085722	0.912917728543056	158	0.0018625714063417	rs12591953	0.0611371407657817	0.999969860142616
B3GNT7	93010	2	232225254	232275875	0.912957642536342	9	0.00708969654355701	rs2087229	0.324724285085424	0.999969860142616
LGI2	55203	4	24990469	25067501	0.912989668004083	55	-0.00107875234206315	rs11727057	0.019639579166403	0.999969860142616
TP53BP2	7159	1	223957601	224068674	0.913026060711546	5	0.00828309416766944	rs6604882	0.266595876254417	0.999969860142616
HLTF-AS1	100873945	3	148769119	148830610	0.913034451033521	8	0.00655336615497146	rs2934123	0.211428240297231	0.999969860142616
GLIPR1	11010	12	75839460	75907633	0.913035343802864	33	-0.000976365428718473	rs7314267	0.191594446705252	0.999969860142616
AFAP1	60312	4	7750441	7976653	0.913062916631398	55	0.000289130548644673	rs1344223	0.0408353280029915	0.999969860142616
QTRTD1	79691	3	113689680	113817269	0.91310632536624	3	-0.0111349306227883	rs9881563	0.549469471421471	0.999969860142616
STAU2	27067	8	74322604	74694943	0.913147547408002	47	0.0114211217085679	rs10504582	0.072055170969447	0.999969860142616
EIF4H	7458	7	73553575	73621431	0.913149989926892	8	0.00529954975903063	rs1051921	0.497833331474496	0.999969860142616
AGPAT4	56895	6	161541011	161730093	0.913153809469653	66	-0.0101689937410272	rs16892910	0.0173796366423436	0.999969860142616
SLC44A3	126969	1	95250898	95370802	0.913164146197904	36	-0.00224293880808411	rs57870744	0.111461645155589	0.999969860142616
METTL9	51108	16	21573539	21678794	0.913235754308557	11	-0.00315858283100791	rs11640609	0.195103431930551	0.999969860142616
ANXA3	306	4	79437673	79541597	0.913241986653401	7	0.0115383496463819	rs7691918	0.58786007601926	0.999969860142616
SYT4	6860	18	40837843	40892615	0.913267832098249	2	0.00741181336483266	rs323593	0.752462449403913	0.999969860142616
ZBTB8B	728116	1	32895670	32972287	0.913341134124913	2	-0.000101138721372755	rs495475	0.894200667350976	0.999969860142616
MIR3675	100500876	1	17175444	17220516	0.913345654614745	1	-0.00624292056490662	rs2454182	0.913345654614745	0.999969860142616
RTN2	6253	19	45978547	46035319	0.913359823780019	6	-0.0100865461620517	rs12185521	0.250570040928002	0.999969860142616
SETD4	54093	21	37396839	37486687	0.913362158790341	4	0.0118392715642299	rs11701810	0.253613059169617	0.999969860142616
LINC00837	100507605	10	29068117	29120042	0.913472275028432	13	-0.00806488959088657	rs985079	0.397787802587875	0.999969860142616
LCP2	3937	5	169663241	169760231	0.913484414521134	25	-0.00249825229313266	rs13184078	0.1845214378619	0.999969860142616
CLECL1	160365	12	9858456	9920895	0.913518466344821	13	0.0071184811078084	rs10845000	0.169753945208463	0.999969860142616
H2AFJ	55766	12	14892270	14940936	0.91351912440641	12	-0.000841335201629159	rs2445370	0.315582771057297	0.999969860142616
FASTKD5	60493	20	3117165	3175543	0.91359008247304	5	0.0152030650323117	rs3827132	0.310076701446501	0.999969860142616
DCAF11	80344	14	24548404	24604451	0.913598248220596	9	0.0153614323520667	rs75365806	0.589706844473505	0.999969860142616
ZNF142	7701	2	219492639	219559378	0.913603894252755	6	-0.00623249849257491	rs3770236	0.397299468633536	0.999969860142616
BCS1L	617	2	219488487	219538166	0.913603894252755	5	-0.00460440787552999	rs3770236	0.397299468633536	0.999969860142616
STK36	27148	2	219501749	219577439	0.913603894252755	8	-0.0160650790560337	rs1039898	0.277336300030531	0.999969860142616
NDUFA4	4697	7	10961578	11014883	0.913615877419927	7	-0.00973160544501544	rs1640699	0.181195334971625	0.999969860142616
PKN2	5586	1	89114905	89311938	0.913636067146007	19	-0.00596935598525339	rs4658316	0.0973491723652805	0.999969860142616
KPNA1	3836	3	122130796	122268792	0.913654028671431	11	-0.0196273047619236	rs73184050	0.203649875461577	0.999969860142616
KRT40	125115	17	39123968	39178387	0.913731690045549	6	0.0184809715541714	rs16500	0.378907399346697	0.999969860142616
KCTD9	54793	8	25275366	25350992	0.913799140200283	12	-0.00662294686004292	rs11781872	0.229079747386664	0.999969860142616
CDCA2	157313	8	25281513	25375436	0.913799140200283	14	-0.00990750877093849	rs11781872	0.229079747386664	0.999969860142616
LRBA	987	4	151175594	151971879	0.913831300460639	69	0.00062373084599924	rs28665936	0.101526422240622	0.999969860142616
LINC00499	100874047	4	139195865	139355498	0.913908281756907	13	-0.0103621633771016	rs12646442	0.277142045273967	0.999969860142616
WBP1L	54838	10	104468727	104586021	0.913988597447575	25	-0.00983586965695872	rs11192085	0.187657744648073	0.999969860142616
MIR4526	100616130	18	13576113	13621199	0.913990614546555	8	0.0116242337271423	rs11080664	0.433167086592557	0.999969860142616
ITCH	83737	20	32916041	33109198	0.914015898981668	17	0.0119865286424339	rs6059011	0.199562442501859	0.999969860142616
TTLL7	79739	1	84320711	84499833	0.914032215022835	24	-0.00892203065104821	rs4906995	0.175402491008687	0.999969860142616
MIR548F4	100313895	7	147065109	147110213	0.91414198755529	7	-0.0157267393150958	rs1860480	0.213090265543105	0.999969860142616
FXYD6-FXYD2	100533181	11	117680878	117782382	0.914146549667019	16	0.0125742316940027	rs79902379	0.155801327349896	0.999969860142616
SDS	10993	12	113820250	113899106	0.914156927571249	9	0.0121772409235503	rs36028683	0.231788189537656	0.999969860142616
TAMM41	132001	3	11821916	11923393	0.914186276651122	20	0.00914985206198038	rs7641243	0.0457093138325561	0.999969860142616
MIR375	494324	2	219856362	219901431	0.914215483047739	7	0.0148024678994325	rs2113854	0.350746387779195	0.999969860142616
FEV	54738	2	219835809	219885379	0.914215483047739	7	0.0190581996990707	rs2113854	0.350746387779195	0.999969860142616
BCL2	596	18	60780579	61022361	0.914275104062449	16	-0.00979819777660707	rs12457632	0.176626673535163	0.999969860142616
PTCH1	5727	9	98195262	98314339	0.914283287299945	25	0.00965971961760802	rs4408014	0.216727713612525	0.999969860142616
YTHDC1	91746	4	69166105	69250807	0.914321230942074	11	-0.000658343088946718	rs13123057	0.173718950039803	0.999969860142616
SLC18A1	6570	8	19992366	20075717	0.91443043032784	20	0.000853520649086996	rs34288216	0.221234871576039	0.999969860142616
POTEC	388468	18	14497338	14578584	0.914435398060755	3	0.00820675121621523	rs4986175	0.430157399023986	0.999969860142616
SMIM3	85027	5	150122508	150186296	0.914457700424715	9	0.0154439367131666	rs13171150	0.37508881741726	0.999969860142616
RBM45	129831	2	178942151	179013738	0.914531064900681	6	0.0204859034464294	rs6744095	0.309869736182164	0.999969860142616
MCHR2	84539	6	100357786	100477123	0.914533851463504	15	0.00714089545262822	rs7743566	0.176376514468131	0.999969860142616
NR2F1	7025	5	92884043	92940321	0.914544548397729	8	0.00681729319087848	rs1010126	0.179787099112393	0.999969860142616
ADAMTS12	81792	5	33513640	33927297	0.914549280143788	136	-0.00559228656729648	rs11742467	0.0089225866892787	0.999969860142616
MIR99B	407056	19	52160865	52205934	0.91459529100131	11	0.000113089070897508	rs11671234	0.528945473623571	0.999969860142616
MIRLET7E	406887	19	52161039	52206117	0.91459529100131	11	0.000113089070897508	rs11671234	0.528945473623571	0.999969860142616
MIR125A	406910	19	52161507	52206592	0.91459529100131	11	0.000113089070897508	rs11671234	0.528945473623571	0.999969860142616
SPACA6P	147650	19	52161593	52225640	0.91459529100131	16	0.00354893340526488	rs1560092	0.127798690534925	0.999969860142616
MIR3146	100422967	7	19734981	19780059	0.914627827894341	8	-0.00609154889857862	rs17141931	0.36643461999073	0.999969860142616
TWISTNB	221830	7	19725085	19783710	0.914627827894341	12	-0.00795381914094386	rs17141931	0.36643461999073	0.999969860142616
MIR3144	100422951	6	120301325	120346403	0.914738806088655	5	0.000491451589840464	rs1478810	0.77400978500427	0.999969860142616
APOC3	345	11	116665422	116713788	0.914765005776017	12	0.0149819665585789	rs74792494	0.421459422931995	0.999969860142616
TMEM61	199964	1	55411465	55467966	0.914844102750462	10	0.00230766438849078	rs12022663	0.137693450507611	0.999969860142616
NDUFC1	4717	4	140178034	140258705	0.914850567686076	7	0.0102920001895162	rs13102559	0.391361364905793	0.999969860142616
TCF7	6932	5	133415402	133497556	0.914876577794439	13	0.00317209976309622	rs25874	0.214489602429561	0.999969860142616
MIP	4284	12	56833286	56897950	0.914887716454868	7	-0.00273301202428047	rs1466383	0.476749692033545	0.999969860142616
STON2	85439	14	81717000	81937809	0.91501862028514	27	0.0149203127236234	rs12589158	0.08191259718932	0.999969860142616
TBC1D22A	25771	22	47123518	47581336	0.91502546634323	63	-0.0132039870858371	rs738673	0.0177325198381835	0.999969860142616
CLIP3	25999	19	36495562	36559245	0.915049317656553	4	-0.0104216930261052	rs10424565	0.331245199268604	0.999969860142616
NRG4	145957	15	76218310	76387136	0.915056299907565	11	0.0121167923116349	rs11856717	0.238200616196285	0.999969860142616
FAM198A	729085	3	42985759	43111703	0.915066868204575	13	-0.00512405180933178	rs73074962	0.332021786581623	0.999969860142616
EDN3	1908	20	57840482	57911047	0.915199587535422	23	-0.0174467668658324	rs6025856	0.192108174520953	0.999969860142616
YPEL1	29799	22	22041833	22125123	0.915210398950699	41	-0.0125574384540709	rs986645	0.0245023189374994	0.999969860142616
DIS3L2	129563	2	232790955	233219060	0.915232813427544	77	-0.00273901283345663	rs921055	0.0684873880222862	0.999969860142616
C16orf97	388276	16	52029399	52147386	0.915258051585925	26	0.0013374277017119	rs62042798	0.197631768000042	0.999969860142616
GPA33	10223	1	167012073	167094868	0.915281076237979	11	0.0141205028626204	rs4233414	0.137117369777595	0.999969860142616
DUSP27	92235	1	167028282	167108402	0.915281076237979	11	0.0138203289616989	rs4233414	0.137117369777595	0.999969860142616
PALM	5064	19	673953	758329	0.915296031623688	3	-0.0131933475544727	rs4375794	0.305098677207896	0.999969860142616
ZNF592	9640	15	85256866	85359659	0.91529933291171	6	0.00537144033573123	rs2002641	0.641527941598011	0.999969860142616
PNMA1	9240	14	74168494	74216128	0.915300317155523	7	-0.0227245638092907	rs6574169	0.315124718542838	0.999969860142616
MIR3169	100422973	13	61763932	61809014	0.915300448883612	11	-0.00351669317843477	rs67520393	0.208486467799663	0.999969860142616
IRF2	3660	4	185298867	185430734	0.915364929602739	14	0.005949835056662	rs2692593	0.278053174789277	0.999969860142616
FAM65B	9750	6	24787601	25077238	0.915424648806878	78	0.000840001286712176	rs1562422	0.0238343065311187	0.999969860142616
TRABD2B	388630	1	48216200	48497567	0.915431462315439	19	-0.00391539712856367	rs850762	0.134887963525935	0.999969860142616
MEAF6	64769	1	37948176	38015375	0.915432688824966	3	0.0111261761295545	rs28450036	0.45978476302579	0.999969860142616
DHX40	79665	17	57607886	57695706	0.91543338224757	20	-0.00882653869095121	rs9915530	0.111262235122085	0.999969860142616
ATG14	22863	14	55823110	55913576	0.915453177564858	38	0.00537515985170561	rs28789974	0.0711611655385625	0.999969860142616
RNU6-83P	100873782	13	99642488	99687599	0.915498447577152	8	0.00124034803108414	rs9517814	0.19156306843309	0.999969860142616
TEX101	83639	19	43870648	43932763	0.915541047391115	6	0.00359802662982727	rs12459186	0.531314953771116	0.999969860142616
FAM151B	167555	5	79748788	79848382	0.915563478394529	44	0.00494701997645488	rs7735699	0.0269165178006291	0.999969860142616
CLEC4D	338339	12	8627071	8684962	0.915567864136474	1	0.00269018948547698	rs11046589	0.915567864136474	0.999969860142616
RPL39L	116832	3	186828736	186933696	0.915709095688397	42	-0.00773444297927368	rs822395	0.0841024003087469	0.999969860142616
MMP16	4325	8	89034237	89375254	0.915771780899002	62	0.00547441290720659	rs4961117	0.0533957769540572	0.999969860142616
HTRA4	203100	8	38796683	38856181	0.91578627314281	4	0.00441537790954629	rs6998357	0.82738081799219	0.999969860142616
KRBA2	124751	17	8261955	8315029	0.91582347178914	6	-0.011847352809943	rs6503096	0.290469569224038	0.999969860142616
RPL26	6154	17	8270838	8321531	0.91582347178914	5	-0.0102670777613878	rs6503096	0.290469569224038	0.999969860142616
RNF222	643904	17	8284022	8336144	0.91582347178914	6	0.00741312840685831	rs7503044	0.305272407392132	0.999969860142616
LINC00954	400946	2	20033621	20094808	0.915863200229335	14	0.00109841881926685	rs2126551	0.557614814713568	0.999969860142616
CHDH	55349	3	53836362	53915417	0.915911255453633	16	-0.0146763765176276	rs6766099	0.127847741386547	0.999969860142616
SULT4A1	25830	22	44210389	44293398	0.9159185676857	30	0.00359087593326153	rs139222	0.0425146050302475	0.999969860142616
LINC00911	100996280	14	85825223	85896418	0.915936845435678	11	0.00331542362933356	rs61991282	0.263298998512569	0.999969860142616
DFNB59	494513	2	179281163	179336117	0.915944190423086	15	-0.00565079870057687	rs4894088	0.20068015171876	0.999969860142616
PRKCI	5584	3	169905153	170033769	0.91600300141104	23	6.43570723731716e-06	rs7629475	0.101379691508739	0.999969860142616
SUMF1	285362	3	3732498	4543965	0.916031391476713	201	2.89481816616936e-05	rs6768203	0.0169412514444271	0.999969860142616
MIR4701	100616262	12	49155758	49200820	0.916053866185314	1	0.003217761778142	rs1874908	0.916053866185314	0.999969860142616
ADCY6	112	12	49149975	49217820	0.916053866185314	3	-0.00332040190866046	rs10875935	0.813817628490934	0.999969860142616
CACNB3	784	12	49172577	49232724	0.916053866185314	4	-0.0103138603020669	rs10747564	0.448161959109639	0.999969860142616
SZT2-AS1	102465440	1	43903447	43949315	0.916071106171283	3	0.0174036684148165	rs1990150	0.345114656642177	0.999969860142616
HYI	81888	1	43906824	43954660	0.916071106171283	4	0.0181020296246321	rs1990150	0.345114656642177	0.999969860142616
PPFIBP1	8496	12	27641364	27858497	0.916085035481925	48	-0.01104235989471	rs11049163	0.0943159943065564	0.999969860142616
PITHD1	57095	1	24069895	24124722	0.91610101133103	6	0.0133556182094687	rs11249142	0.152683501888505	0.999969860142616
SLC30A6	55676	2	32355933	32459448	0.916115062019849	2	-0.00820768138569517	rs12470580	0.508241887963665	0.999969860142616
HAUS5	23354	19	36068646	36126251	0.916116876945415	6	-0.0162640714246408	rs2051800	0.164055429221095	0.999969860142616
MGARP	84709	4	140177317	140236492	0.916139001003021	5	0.00667724149000887	rs13102559	0.391361364905793	0.999969860142616
APOL6	80830	22	36009442	36074456	0.916157512921744	9	0.0197310505860134	rs132597	0.287835267718934	0.999969860142616
ARRDC3	57561	5	90654541	90714176	0.916221020687761	7	0.00118211262867973	rs55720814	0.459771781975806	0.999969860142616
EEF1A2	1917	20	62109366	62165505	0.916228779954879	2	0.00819154657228346	rs2281740	0.595351678434814	0.999969860142616
PPDPF	79144	20	62117077	62163559	0.916228779954879	2	0.00819154657228346	rs2281740	0.595351678434814	0.999969860142616
DNHD1	144132	11	6483490	6624988	0.916244956578233	25	-0.00313260833851993	rs2555162	0.246999860585398	0.999969860142616
NALCN	259232	13	101696130	102103843	0.916366377106205	79	-0.00653397069313707	rs9585845	0.0216256065492061	0.999969860142616
ADAMTS5	11096	21	28280231	28373832	0.91637056262945	11	0.00901535678152603	rs1738147	0.43312117284666	0.999969860142616
LOR	4014	1	153197176	153244598	0.916448436231606	20	-0.0108270658204146	rs12145115	0.0869222755754709	0.999969860142616
MAPKBP1	23005	15	42031632	42130053	0.91648105334458	25	0.0040923450552917	rs641601	0.0412053597529156	0.999969860142616
TNS1	7145	2	218654512	218902718	0.916483045187183	13	0.00837778160846505	rs1863703	0.104828724653878	0.999969860142616
PIK3C2G	5288	12	18365548	18811348	0.916535286139608	66	0.0127668883814517	rs11044233	0.108369359399504	0.999969860142616
LAMB1	3912	7	107554244	107678700	0.916575406642746	7	-0.002676108677912	rs3823957	0.274043791771362	0.999969860142616
SPATA2	9825	20	48509928	48567080	0.91659708179954	4	-0.00587827915650562	rs16993895	0.751240014432777	0.999969860142616
KCND2	3751	7	119878722	120400385	0.916645461859838	14	0.0108125134114104	rs12112212	0.385826623277605	0.999969860142616
OSBPL9	114883	1	52007851	52264889	0.916666124901287	4	-0.00601025486826758	rs4394585	0.376109220555776	0.999969860142616
RPUSD1	113000	16	824974	873397	0.916834768137972	1	-0.00265919321261189	rs593174	0.916834768137972	0.999969860142616
CHTF18	63922	16	803046	860737	0.916834768137972	3	0.00779200843574264	rs12445974	0.4274709214503	0.999969860142616
PRR25	388199	16	820443	873861	0.916834768137972	2	-0.00394425362873535	rs654065	0.850344965484305	0.999969860142616
DPH5	51611	1	101445179	101526644	0.916973844200598	11	0.00315112046007499	rs263913	0.293007922511587	0.999969860142616
RCOR3	55758	1	211396719	211499727	0.916977625575669	8	0.0171162861554377	rs1361031	0.433464272876521	0.999969860142616
TMA16	55319	4	164380594	164451691	0.917037720897083	11	-0.00546992140827306	rs35810181	0.368634696782892	0.999969860142616
COBL	23242	7	51073909	51419515	0.917160163629663	56	-0.000769771599033836	rs2329727	0.0903481351567637	0.999969860142616
UCP2	7351	11	73675712	73729352	0.917162649468982	3	-0.007650457503361	rs10736793	0.745467031247228	0.999969860142616
AKAP10	11216	17	19797615	19916656	0.917229543292903	6	0.000900016988206818	rs9914273	0.497569089310011	0.999969860142616
LINC00092	100188953	9	98772014	98825247	0.917307759978625	2	0.000398242760998075	rs12056975	0.835235342676526	0.999969860142616
GYPB	2994	4	144907257	145096844	0.91733040653617	3	-0.00477687097522477	rs11734845	0.348624364692653	0.999969860142616
PCDH7	5099	4	30687037	31158422	0.917330575764713	72	-0.00477809381637244	rs78610444	0.0230444492869037	0.999969860142616
SMCO4	56935	11	93201638	93311674	0.917342881176877	6	-0.000725335314189719	rs8181486	0.467882215791497	0.999969860142616
VTRNA1-1	56664	5	140055860	140100958	0.917349961205456	1	0.0032384434891674	rs1623177	0.917349961205456	0.999969860142616
VTRNA1-2	56663	5	140063510	140108598	0.917349961205456	1	0.0032384434891674	rs1623177	0.917349961205456	0.999969860142616
DND1	373863	5	140040379	140088171	0.917349961205456	1	0.0032384434891674	rs1623177	0.917349961205456	0.999969860142616
